Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,achieves,adjacent to,affects,allocates,capable of,characteristic for,completed invasion phase,contained in,contains,contributes to,contributor,created by,decreases,decreases effort in,derives from,derives into,determines,don't use concept,editor note,enabled by,ends,ends during,ends with,enhance,facilitate,has alien range,has amount of closely related species,has amount of species,has area,has component,has decreased effort level by,has distribution,has growth,has habitat,has increased effort level by,has increased levels of,has index,has input,has invasion success likelihood,has level of,has measurement,has measurement unit label,has measurement value,has mortality,has natality,has native range,has number of individuals,has output,has part,has part structure that is capable of,has participant,has propagule pressure,has quality,has range,has recruitment,has role,has spatial occupant at some time,has specific name,has status,has value,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://purl.obolibrary.org/obo/IAO_0000111,http://purl.obolibrary.org/obo/IAO_0000112,http://purl.obolibrary.org/obo/IAO_0000114,http://purl.obolibrary.org/obo/IAO_0000115,http://purl.obolibrary.org/obo/IAO_0000118,http://purl.obolibrary.org/obo/IAO_0000119,http://purl.obolibrary.org/obo/IAO_0000232,http://purl.obolibrary.org/obo/IAO_0000412,http://purl.obolibrary.org/obo/ncbitaxon#has_rank,http://purl.obolibrary.org/obo/NCIT_A8,http://purl.obolibrary.org/obo/NCIT_NHC0,http://purl.obolibrary.org/obo/NCIT_P106,http://purl.obolibrary.org/obo/NCIT_P107,http://purl.obolibrary.org/obo/NCIT_P108,http://purl.obolibrary.org/obo/NCIT_P207,http://purl.obolibrary.org/obo/NCIT_P322,http://purl.obolibrary.org/obo/NCIT_P325,http://purl.obolibrary.org/obo/NCIT_P366,http://purl.obolibrary.org/obo/OBI_0001886,http://purl.obolibrary.org/obo/RO_0001900,http://purl.org/dc/elements/1.1/source,http://purl.org/dc/terms/creator,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#hasAlternativeId,http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,http://www.geneontology.org/formats/oboInOwl#hasDbXref,http://www.geneontology.org/formats/oboInOwl#hasExactSynonym,http://www.geneontology.org/formats/oboInOwl#hasNarrowSynonym,http://www.geneontology.org/formats/oboInOwl#hasOBONamespace,http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,http://www.geneontology.org/formats/oboInOwl#hasSynonymType,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#inSubset,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#altLabel,http://www.w3.org/2004/02/skos/core#definition,http://www.w3.org/2004/02/skos/core#notation,https://w3id.org/inbio#_000130,https://w3id.org/inbio#_000132,increases,increases effort in,interacts with,is absent,is affected by,is against,is aggregate of,is alien range to,is characteristic of,is characterized by,is closely related to,is enemy of,is enhanced by,is growth of,is habitat of,is in invasion phase,is mortality of,is natality of,is native range to,is part of,is prey of,is range of,is recruitment of,is similar to,is status of,license,license,license,license,located in,location of,occupies spatial region at some time,occurs in,output of,overlaps,part of,participates in,produced by,produces,quality of,role of,shows changes in species trait,spatially coextensive with,surrounded by,surrounds,title,TODO
https://w3id.org/inbio#_000078,in progress,,,false,,,http://purl.obolibrary.org/obo/NCIT_C25688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,in progress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000057,algae,,,false,,,http://purl.obolibrary.org/obo/NCIT_C40098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,algae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://cerrado.linkeddata.es/ecology/ccon#GeographicalDistribution,geographical distribution,,A geographical region that can include land as well as water.,false,,,https://w3id.org/inbio#_000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ccon:GeographicalDistribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,geographical distribution,,,A geographical region that can include land as well as water.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,update definition
http://purl.obolibrary.org/obo/PATO_0001823,wet,,A wetness quality inhering in a bearer by virtue of the bearer's being covered by a liquid.,false,,,http://purl.obolibrary.org/obo/PATO_0001822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATO:0001823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wet,,,A wetness quality inhering in a bearer by virtue of the bearer's being covered by a liquid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PATO_0001822,wetness,,A quality inhering in a bearer by virtue of whether the bearer's being covered by a liquid.,false,,,http://purl.obolibrary.org/obo/PATO_0001018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATO:0001822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wetness,,,A quality inhering in a bearer by virtue of whether the bearer's being covered by a liquid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCIT_C48058,energy,Energy,The capacity of a physical system to do work.,false,,,https://w3id.org/inbio#_000079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCIT:C48058,,,,,The capacity of a physical system to do work.,,,,,,,C48058,Natural Phenomenon or Process,,Energy,C0542479,,,Energy,,,,,,,,,Energy,,,,,,,,energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0040007,growth,growth pattern|non-developmental growth,"The increase in size or mass of an entire organism, a part of an organism or a cell.",false,,,http://purl.obolibrary.org/obo/GO_0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0048590,,,,,biological_process,growth pattern|non-developmental growth,,GO:0040007,http://purl.obolibrary.org/obo/go#goslim_generic|http://purl.obolibrary.org/obo/go#goslim_pir|http://purl.obolibrary.org/obo/go#goslim_chembl|http://purl.obolibrary.org/obo/go#goslim_plant|http://purl.obolibrary.org/obo/go#gocheck_do_not_annotate,See also the biological process term 'cell growth ; GO:0016049'.,growth,,,"The increase in size or mass of an entire organism, a part of an organism or a cell.",GO:0040007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000051,native species,indigenous species,"Species that have evolved in a given area or that arrived there by natural means, without the intentional or accidental intervention of humans from an area where they are native.",false,,,http://purl.obolibrary.org/obo/NCIT_C45293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000051,,,,,,,,,,,,,,,,,,,,,,,,,,,,indigenous species,,,,,,,,native species,,indigenous species,"Species that have evolved in a given area or that arrived there by natural means, without the intentional or accidental intervention of humans from an area where they are native.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_00003082,enriched soil,,A portion of enriched soil is a portion of soil with elevated levels of some material entity.,false,,,http://purl.obolibrary.org/obo/ENVO_00001998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/BFO_0000040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO,,,ENVO:00003082,,This could be demoted to an inferred class if issues with double inheritance arise.,enriched soil,,,A portion of enriched soil is a portion of soil with elevated levels of some material entity.,ENVO:00003082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000061,plant nutrient,,chemical element required by plants  to perform functions necessary for life,false,,,https://w3id.org/inbio#_000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,plant nutrient,,,chemical element required by plants  to perform functions necessary for life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_2763,rhodophyta,Rhodophyceae|Rhodophycota|algae|red algae|rhodophytes|red algae,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_2759|https://w3id.org/inbio#_000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:2763,,,,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_phylum,,,,,,,,,,,,,,,,,GC_ID:1,rhodophytes|red algae,,ncbi_taxonomy,Rhodophyceae|Rhodophycota|algae|red algae,,,,,rhodophyta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01001055,environment associated with an animal part or small animal,,"An environmental system determined by part of a living or dead animal, or a whole small animal.",false,,,http://purl.obolibrary.org/obo/ENVO_01001110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:01001055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,envoEmpo|envoMeo|envoOmics,,environment associated with an animal part or small animal,,,"An environmental system determined by part of a living or dead animal, or a whole small animal.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000090,phenotypic plasticity,,The capacity of a genotype to produce different phenotypes in different environments.,false,,,http://purl.obolibrary.org/obo/NCIT_C171083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,phenotypic plasticity,,,The capacity of a genotype to produce different phenotypes in different environments.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000045,range,geographical range|geographic range,An area where a species is found in the wild.,false,,,http://purl.obolibrary.org/obo/NCIT_C20181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000045,,,,,,,,,,,,,,,,,,,,,,,,,,,,geographical range|geographic range,,,,,,,,range,,,An area where a species is found in the wild.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/inbio#_000036,natural disturbance,,"disturbance that happened by some event not directly caused by human activity, e.g. storms or land slides",false,,,https://w3id.org/inbio#_000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INBIO:_000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,natural disturbance,,,"disturbance that happened by some event not directly caused by human activity, e.g. storms or land slides",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000277,water ice,ice,"Ice is water frozen into a solid state. It can appear transparent or opaque bluish-white color, depending on the presence of impurities or air inclusions. The addition of other materials such as soil may further alter its appearance.",false,,,http://purl.obolibrary.org/obo/ENVO_01000814|http://purl.obolibrary.org/obo/CHEBI_15377,,,,,,,,,,,,ORCID:0000-0002-4366-3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:01000277,,,,,,,,,,,,,,,,,,,,,,,,,,,LTER:262,,,,ice,,,envoPolar,,water ice,,,"Ice is water frozen into a solid state. It can appear transparent or opaque bluish-white color, depending on the presence of impurities or air inclusions. The addition of other materials such as soil may further alter its appearance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCIT_C88206,humidity,,A measure of the water vapor content of air.,false,,,http://purl.obolibrary.org/obo/ENVO_01000203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCIT:C88206,,,,,,,,,,,,C88206,Conceptual Entity,,,C0020167,,,,,,,,,,,,,,,,,,,,humidity,,,A measure of the water vapor content of air.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCIT_C90395,housing humidity,humidt,The amount of water vapor in the air of a living space.|The percentage of ambient moisture of a living space.,false,,,http://purl.obolibrary.org/obo/NCIT_C88206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCIT:C90395,,,,,,,,,,,http://purl.obolibrary.org/obo/NCIT_C77526|http://purl.obolibrary.org/obo/NCIT_C90009|http://purl.obolibrary.org/obo/NCIT_C90007|http://purl.obolibrary.org/obo/NCIT_C61410,C90395,Quantitative Concept,,,C2983614,CDISC,,,,,,,,,,,humidt,,,,,,,,housing humidity,,,The amount of water vapor in the air of a living space.|The percentage of ambient moisture of a living space.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000895,snowfall,snow fall,A hydrological process in which irregular aggregates of snow fall to a planetary surface.,false,,,http://purl.obolibrary.org/obo/ENVO_01000703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:01000895,,,,,,,,,,,,,,,,,,,,,,,,,,,,snow fall,,,,,,environmental_hazards|envoPolar,,snowfall,,,A hydrological process in which irregular aggregates of snow fall to a planetary surface.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_8492,archosauria,,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_1329799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:8492,,,,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_clade,,,,,,,,,,,,,,,,,GC_ID:1,,,ncbi_taxonomy,,,,,,archosauria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PATO_0001481,sloped,,A shape quality inhering in a bearer by virtue of the bearer's having an oblique or slanted direction.,false,,,http://purl.obolibrary.org/obo/PATO_0000052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATO:0001481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sloped,,,A shape quality inhering in a bearer by virtue of the bearer's having an oblique or slanted direction.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01001040,saline environment,,An environment which is determined by materials which bear significant concentrations of salts.,false,,,http://purl.obolibrary.org/obo/ENVO_01000998|http://purl.obolibrary.org/obo/ENVO_01000314|http://purl.obolibrary.org/obo/ENVO_01000254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:01001040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,envoEmpo,"The thresholds for ""significant"" concentrations of salts vary widely and thus no committment is made in this class. Subclasses with more explicit thresholds can be made upon request.",saline environment,,,An environment which is determined by materials which bear significant concentrations of salts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_8000003,main release ontology module,,An ontology module that is intended to be the primary release product and the one consumed by the majority of tools.,false,,,http://purl.obolibrary.org/obo/IAO_8000000,,,,,,,,,,,,cjm,,,,,,true,TODO: Add logical axioms that state that a main release ontology module is derived from (directly or indirectly) an editors module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000003,,,,,An ontology module that is intended to be the primary release product and the one consumed by the majority of tools.,,,,,,,,,,,,,,,,,,,2018-05-20T20:56:13Z,,,,,,,,,,,,main release ontology module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_6656,arthropoda,arthropods|arthropods,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_88770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:6656,,,,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_phylum,,,,,,,,,,,,,,,,,GC_ID:1,arthropods,,ncbi_taxonomy,arthropods,,,,,arthropoda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCBITaxon_6657,crustacea,crustaceans,,false,,,http://purl.obolibrary.org/obo/NCBITaxon_197562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCBITaxon:6657,,,,,,,,,,http://purl.obolibrary.org/obo/NCBITaxon_subphylum,,,,,,,,,,,,,,,,,GC_ID:1,crustaceans,,ncbi_taxonomy,,,,,,crustacea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_00002006,liquid water,water,An environmental material primarily composed of dihydrogen oxide in its liquid form.,false,,,http://purl.obolibrary.org/obo/ENVO_01000815|http://purl.obolibrary.org/obo/CHEBI_15377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:00002006,,,,,,,,,,,,,,,,,,,,,,,,,,water,https://en.wikipedia.org/wiki/Water|EcoLexicon:water|LTER:617,,,,,,,,,liquid water,,,An environmental material primarily composed of dihydrogen oxide in its liquid form.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_00000002,anthropogenic geographic feature,manmade feature|man-made feature,An anthropogenic geographic feature is a geographic feature resulting from the influence of human beings on nature.,false,,,http://purl.obolibrary.org/obo/ENVO_00000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:00000002,,,,,,,,,,,,,,,,,,,,,,,,,,,FTT:78|TGN:50001,,,,manmade feature|man-made feature,,,,,anthropogenic geographic feature,,,An anthropogenic geographic feature is a geographic feature resulting from the influence of human beings on nature.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000875,precipitation process,,A precipitation process is a process in which a portion of some substance segregates from a material in which that substance or its precursors were dissolved or suspended in and settles due to a force such as gravity or centrifugal force.,false,,,http://purl.obolibrary.org/obo/ENVO_03000010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:01000875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,precipitation process,,,A precipitation process is a process in which a portion of some substance segregates from a material in which that substance or its precursors were dissolved or suspended in and settles due to a force such as gravity or centrifugal force.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_02500027,anthropogenic environmental process,,An environmental process which is driven by the action of humans.,false,,,http://purl.obolibrary.org/obo/ENVO_02500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:02500027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anthropogenic environmental process,,,An environmental process which is driven by the action of humans.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_00000016,sea,marginal sea|channel|closed sea|open sea|open sound|open water,A large expanse of saline water usually connected with an ocean.,false,,,http://purl.obolibrary.org/obo/ENVO_00000063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EcoLexicon:sea|Geonames:H.SEA|https://en.wikipedia.org/wiki/Sea|FTT:233|FTT:830|TGN:21103,,marginal sea|channel|closed sea|open sea|open sound|open water,ENVO,,,ENVO:00000016,envoMarine|envoPolar,,sea,,,A large expanse of saline water usually connected with an ocean.,ENVO:00000016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000266,water vapour,aqueous vapor|aqueous vapour,Water vapour is a vapour which is the gas phase of water.,false,,,http://purl.obolibrary.org/obo/ENVO_01000797,,,,,,,,,,,,ORCID:0000-0002-4366-3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aqueous vapor|aqueous vapour,,ENVO,,,ENVO:01000266,,Perhaps a better relation between water vapour and water can be found in or added to RO?,water vapour,,,Water vapour is a vapour which is the gas phase of water.,ENVO:01000266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PATO_0000973,porosity,,A permeability quality inhering in a bearer by virtue of the bearer's disposition to admit the passage of gas or liquid through pores or interstices.,false,,,http://purl.obolibrary.org/obo/PATO_0000970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATO:0000973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,porosity,,,A permeability quality inhering in a bearer by virtue of the bearer's disposition to admit the passage of gas or liquid through pores or interstices.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/PATO_0000970,permeability,,A structural quality inhering in a bearer by virtue of the bearer's disposition to being permeated or pervaded by a gas or liquid (as by osmosis or diffusion).,false,,,http://purl.obolibrary.org/obo/PATO_0000141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PATO:0000970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,permeability,,,A structural quality inhering in a bearer by virtue of the bearer's disposition to being permeated or pervaded by a gas or liquid (as by osmosis or diffusion).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://cerrado.linkeddata.es/ecology/ccon#ComunityDynamics,community dynamics,,The community dynamics is the study of changes over time of the structure of biological communities.,false,,,https://w3id.org/inbio#_000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ccon:ComunityDynamics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The community dynamics is the study of changes over time of the structure of biological communities.,community dynamics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000256,mineral material,,"A mineral material is an environmental material which is primarily composed of some substance that is naturally occurring, solid and stable at room temperature, representable by a chemical formula, usually abiogenic, and that has an ordered atomic structure.",false,,,http://purl.obolibrary.org/obo/ENVO_01000814,,,,,,,,,,,,ORCID:0000-0002-4366-3088,,,,,,,"Look for ""mineral"" in a chemical or geochemical ontology to formalise the composed primarily of link.
From https://en.wikipedia.org/wiki/ [A mineral] is different from a rock, which can be an aggregate of minerals or non-minerals and does not have a specific chemical composition. The exact definition of a mineral is under debate, especially with respect to the requirement a valid species be abiogenic, and to a lesser extent with regards to it having an ordered atomic structure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:01000256,,,,,,,,,,,,,,,,,,,,,,,,,,,LTER:341,,,,,,,,,mineral material,,,"A mineral material is an environmental material which is primarily composed of some substance that is naturally occurring, solid and stable at room temperature, representable by a chemical formula, usually abiogenic, and that has an ordered atomic structure.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/NCIT_C40098,taxon,biological taxon|taxonomy,Ranked categories for the classification of organisms according to their suspected evolutionary relationships.,false,,,http://purl.obolibrary.org/obo/NCIT_C20181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NCIT:C40098,,,,,,,,,,,,C40098,Conceptual Entity,,,C1515221,,,,,,,,,,,,biological taxon|taxonomy,,,,,,,,taxon,,,Ranked categories for the classification of organisms according to their suspected evolutionary relationships.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_8000020,el++ ontology module,,,false,,,http://purl.obolibrary.org/obo/IAO_8000019,,,,,,,,,,,,cjm,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000020,,,,,,,,,,,,,,,,,,,,,,,,2018-05-22T04:16:48Z,,,,,,,,,,,,el++ ontology module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01000818,cryosphere,,A cryosphere is that part of a planet which is primarily composed of water is in solid form.,false,,,http://purl.obolibrary.org/obo/ENVO_00000131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:01000818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,envoAstro|envoPolar,"This is a very broad and, in practice, poorly defined term. Please consider using or requesting a more specific class.",cryosphere,,,A cryosphere is that part of a planet which is primarily composed of water is in solid form.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/ENVO_01001305,vegetated area,,A vegetated area is a geographic feature which has ground cover dominated by plant communities.,false,,,http://purl.obolibrary.org/obo/ENVO_01001199,,,,,,,,,,,,ORCID:0000-0002-4366-3088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ENVO:01001305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,envoPolar,,vegetated area,,,A vegetated area is a geographic feature which has ground cover dominated by plant communities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
